"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"ASV1d350ad6","k__Bacteria","p__Bacillota","c__Negativicutes","o__Veillonellales-Selenomonadales","f__Veillonellaceae","g__Megasphaera","s__"
"ASV565d6d54","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__Ruminococcaceae","g__","s__"
"ASV4ad862d5","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__Ruminococcaceae","g__Ruminococcus","s__"
"ASV26b98d0a","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__Oscillospiraceae","g__UCG-002","s__"
"ASVcb81b9be","k__Bacteria","p__Bacillota","c__Negativicutes","o__Veillonellales-Selenomonadales","f__Veillonellaceae","g__Megasphaera","s__"
"ASVb75826db","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Rikenellaceae","g__Alistipes","s__"
"ASV9a9ee63b","k__Bacteria","p__Bacillota","c__Negativicutes","o__Acidaminococcales","f__Acidaminococcaceae","g__Phascolarctobacterium","s__succinatutens"
"ASV8fd12750","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Muribaculaceae","g__","s__"
"ASV3de0558b","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__Alloprevotella","s__"
"ASV7709019f","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","s__"
"ASVf4e2c26b","k__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Enterocloster","s__"
"ASV1fa2b337","k__Bacteria","p__Bacillota","c__Bacilli","o__Lactobacillales","f__Lactobacillaceae","g__Lactobacillus","s__ultunensis"
"ASV50f60bac","k__Bacteria","p__Bacillota","c__Bacilli","o__Erysipelotrichales","f__Erysipelatoclostridiaceae","g__Catenibacterium","s__"
"ASVa7bf5f11","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__Ruminococcaceae","g__","s__"
"ASVcf3245fc","k__Bacteria","p__","c__","o__","f__","g__","s__"
"ASV7668269c","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__Oscillospiraceae","g__NK4A214 group","s__"
"ASV78702aa3","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__Oscillospiraceae","g__","s__"
"ASV44e8b25f","k__Bacteria","p__Bacillota","c__Bacilli","o__Erysipelotrichales","f__Erysipelatoclostridiaceae","g__UCG-004","s__"
"ASV3f908e1b","k__Bacteria","p__Spirochaetota","c__Spirochaetia","o__Spirochaetales","f__Spirochaetaceae","g__Sphaerochaeta","s__"
"ASVbaf82c3e","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Muribaculaceae","g__","s__"
"ASV142b3747","k__Bacteria","p__Bacillota","c__Clostridia","o__Christensenellales","f__Christensenellaceae","g__Christensenellaceae R-7 group","s__"
"ASV72da9d63","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__[Eubacterium] coprostanoligenes group","g__","s__"
"ASV3349e04a","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","s__"
"ASV90c091c7","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__Butyricicoccaceae","g__Agathobaculum","s__"
"ASVc90638b7","k__Bacteria","p__Bacillota","c__Clostridia","o__Christensenellales","f__Christensenellaceae","g__Christensenellaceae R-7 group","s__"
"ASV939a88d3","k__Bacteria","p__Bacillota","c__Clostridia","o__Clostridia UCG-014","f__","g__","s__"
"ASVf073ed0a","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__UCG-010","g__","s__"
"ASVe3508608","k__Bacteria","p__Bacillota","c__Clostridia","o__Peptostreptococcales-Tissierellales","f__Anaerovoracaceae","g__Family XIII AD3011 group","s__"
"ASV9a58e7bc","k__Bacteria","p__Bacillota","c__Bacilli","o__","f__","g__","s__"
"ASV526871fa","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__Ruminococcaceae","g__Acutalibacter","s__"
"ASV1d33de8b","k__Bacteria","p__Bacillota","c__Clostridia","o__Clostridiales","f__Clostridiaceae","g__Clostridium","s__butyricum"
"ASVb81deb66","k__Bacteria","p__Bacillota","c__Bacilli","o__Lactobacillales","f__Lactobacillaceae","g__HT002","s__"
"ASVb134815a","k__Bacteria","p__Bacillota","c__Bacilli","o__Lactobacillales","f__Streptococcaceae","g__Streptococcus","s__"
"ASV01bc73a4","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__Oscillospiraceae","g__NK4A214 group","s__"
"ASV0985c094","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Muribaculaceae","g__","s__"
"ASV27d9a781","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Rikenellaceae","g__Rikenellaceae RC9 gut group","s__"
"ASV9adb8aed","k__Bacteria","p__Bacillota","c__Bacilli","o__Lactobacillales","f__Aerococcaceae","g__Aerosphaera","s__"
"ASV807934e1","k__Bacteria","p__Bacillota","c__Bacilli","o__Erysipelotrichales","f__Erysipelotrichaceae","g__Erysipelotrichaceae UCG-009","s__"
"ASV1a3d4ebd","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__Leyella","s__"
"ASVbd9ea630","k__Eukaryota","p__","c__","o__","f__","g__","s__"
"ASVa49f0571","k__Eukaryota","p__","c__","o__","f__","g__","s__"
"ASV28fa3804","k__Eukaryota","p__","c__","o__","f__","g__","s__"
"ASV13af1508","k__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Lachnospiraceae NK4A136 group","s__"
"ASVde6a3c29","k__Eukaryota","p__","c__","o__","f__","g__","s__"
"ASVd51424c6","k__Eukaryota","p__","c__","o__","f__","g__","s__"
"ASVdfb0597e","k__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Rickettsiales","f__Mitochondria","g__","s__"
"ASV8b626363","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Muribaculaceae","g__","s__"
"ASV12330495","k__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Lachnoclostridium","s__"
"ASVe2b80bfe","k__Bacteria","p__Bacillota","c__Clostridia","o__Clostridia vadinBB60 group","f__","g__","s__"
"ASV2b7f8cdf","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__F082","g__","s__"
"ASV856f472f","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__Oscillospiraceae","g__UCG-002","s__"
"ASV130c64f7","k__Bacteria","p__Bacillota","c__Bacilli","o__Lactobacillales","f__Lactobacillaceae","g__","s__"
"ASV09e3a195","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__Ruminococcaceae","g__Harryflintia","s__"
"ASVac84e14a","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Muribaculaceae","g__","s__"
"ASVe0948806","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__UCG-010","g__","s__"
"ASVd28e4a37","k__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__[Eubacterium] xylanophilum group","s__"
"ASVc0694d4e","k__Bacteria","p__Bacillota","c__Bacilli","o__Lactobacillales","f__Lactobacillaceae","g__Lactobacillus","s__"
"ASV7e10086a","k__Bacteria","p__Bacillota","c__Bacilli","o__Erysipelotrichales","f__Erysipelotrichaceae","g__Holdemanella","s__"
"ASV1ed896a4","k__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Cardiobacteriales","f__Wohlfahrtiimonadaceae","g__Wohlfahrtiimonas","s__"
"ASV013a747a","k__Bacteria","p__Bacillota","c__Bacilli","o__Lactobacillales","f__Enterococcaceae","g__Enterococcus","s__"
"ASV3be6e149","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__UCG-010","g__","s__"
"ASV54694b96","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__Oscillospiraceae","g__Intestinimonas","s__"
"ASVf58d534b","k__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Lachnospiraceae NK3A20 group","s__"
"ASV224614d0","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__Ruminococcaceae","g__Pygmaiobacter","s__"
"ASVcefd170a","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__Oscillospiraceae","g__UCG-002","s__"
"ASV5d92236f","k__Eukaryota","p__","c__","o__","f__","g__","s__"
"ASV114f97d8","k__Bacteria","p__Bacillota","c__Bacilli","o__Erysipelotrichales","f__Erysipelotrichaceae","g__","s__"
"ASVabd54871","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__Ruminococcaceae","g__Ruminococcus","s__"
"ASV57d1838e","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__Ruminococcaceae","g__Acutalibacter","s__"
"ASV36fb7f99","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__Oscillospiraceae","g__UCG-002","s__"
"ASV1f4c103c","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__Oscillospiraceae","g__NK4A214 group","s__"
"ASV731db608","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","s__"
"ASV32476ea3","k__Bacteria","p__Bacillota","c__Clostridia","o__","f__","g__","s__"
"ASV7c471465","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__Ruminococcaceae","g__","s__"
"ASV3b013d6c","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__Oscillospiraceae","g__","s__"
"ASV8f64eb88","k__Bacteria","p__Bacillota","c__Bacilli","o__Lactobacillales","f__Lactobacillaceae","g__HT002","s__"
"ASVa379a033","k__Bacteria","p__Bacillota","c__Bacilli","o__Lactobacillales","f__Lactobacillaceae","g__Lactobacillus","s__ultunensis"
"ASVfe8e79fd","k__Bacteria","p__Bacillota","c__Bacilli","o__RF39","f__","g__","s__"
"ASV9ff7c705","k__Bacteria","p__Bacillota","c__Clostridia","o__Clostridia UCG-014","f__","g__","s__"
"ASVe7f59631","k__Bacteria","p__Bacillota","c__Bacilli","o__Lactobacillales","f__Lactobacillaceae","g__Lactobacillus","s__"
"ASVaf035ae0","k__Bacteria","p__Bacillota","c__Bacilli","o__Erysipelotrichales","f__Erysipelotrichaceae","g__Holdemanella","s__"
"ASV48ea4c5e","k__Bacteria","p__Bacillota","c__Clostridia","o__Christensenellales","f__Christensenellaceae","g__Christensenellaceae R-7 group","s__"
"ASV64aef7a3","k__Bacteria","p__Bacillota","c__Bacilli","o__Erysipelotrichales","f__Erysipelotrichaceae","g__Holdemanella","s__"
"ASVd49c2872","k__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__[Eubacterium] xylanophilum group","s__"
"ASV2325ec6c","k__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__","s__"
"ASVd192aac6","k__Bacteria","p__Bacillota","c__Bacilli","o__RF39","f__","g__","s__"
"ASV75e31d25","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__","g__","s__"
"ASVb25330b1","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__Oscillospiraceae","g__","s__"
"ASV3f175c1a","k__Bacteria","p__Actinomycetota","c__Coriobacteriia","o__Coriobacteriales","f__Coriobacteriaceae","g__Collinsella","s__aerofaciens"
"ASVe399c27a","k__Bacteria","p__Bacillota","c__Clostridia","o__Peptostreptococcales-Tissierellales","f__Anaerovoracaceae","g__","s__"
"ASV5c2e6c88","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__Prevotellaceae NK3B31 group","s__"
"ASV5ad3ebe1","k__Bacteria","p__Bacillota","c__Clostridia","o__Clostridia UCG-014","f__","g__","s__"
"ASVdcb00cca","k__Eukaryota","p__","c__","o__","f__","g__","s__"
"ASVaf3ac8da","k__Bacteria","p__Bacillota","c__Clostridia","o__Peptostreptococcales-Tissierellales","f__Anaerovoracaceae","g__[Eubacterium] brachy group","s__"
"ASV7394ef24","k__Bacteria","p__Bacillota","c__Clostridia","o__Clostridia vadinBB60 group","f__","g__","s__"
"ASVa4e14be2","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__Oscillospiraceae","g__Oscillospira","s__"
"ASV23435914","k__Bacteria","p__Bacillota","c__Clostridia","o__Clostridiales","f__Clostridiaceae","g__Clostridium","s__paraputrificum"
"ASVe01cb524","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Tannerellaceae","g__Parabacteroides","s__distasonis"
"ASVe75b1a4c","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__Ruminococcaceae","g__","s__"
"ASVf5d5c7fd","k__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__","s__"
"ASVa6286b40","k__Bacteria","p__Bacillota","c__Clostridia","o__Peptostreptococcales-Tissierellales","f__Peptostreptococcaceae","g__Romboutsia","s__ilealis"
"ASVafefe9cb","k__Bacteria","p__Bacillota","c__Negativicutes","o__Acidaminococcales","f__Acidaminococcaceae","g__Phascolarctobacterium","s__succinatutens"
"ASVce2d17ad","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__Pseudoprevotella","s__"
"ASVc8f9ef1f","k__Eukaryota","p__","c__","o__","f__","g__","s__"
"ASV6953b2a5","k__Bacteria","p__Actinomycetota","c__Coriobacteriia","o__Coriobacteriales","f__Coriobacteriaceae","g__Collinsella","s__aerofaciens"
"ASV41999207","k__Eukaryota","p__","c__","o__","f__","g__","s__"
"ASV033df2ff","k__Eukaryota","p__","c__","o__","f__","g__","s__"
"ASV12ec6984","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__Ruminococcaceae","g__Faecalibacterium","s__"
"ASV889f50c7","k__Bacteria","p__Bacillota","c__Bacilli","o__Lactobacillales","f__Lactobacillaceae","g__Limosilactobacillus","s__"
"ASV035de4b4","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__Oscillospiraceae","g__","s__"
"ASVa8a82b93","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__","g__","s__"
"ASV64880aef","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__Ruminococcaceae","g__","s__"
"ASV5d1fc77c","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Rikenellaceae","g__Rikenellaceae RC9 gut group","s__"
"ASV19c884ad","k__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__","s__"
"ASV8a3f5436","k__Bacteria","p__Bacillota","c__Negativicutes","o__Acidaminococcales","f__Acidaminococcaceae","g__Phascolarctobacterium","s__succinatutens"
"ASV53a3ccf1","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__Ruminococcaceae","g__Faecalibacterium","s__"
"ASV6d168196","k__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Cardiobacteriales","f__Wohlfahrtiimonadaceae","g__Ignatzschineria","s__"
"ASVd6e6ac36","k__Eukaryota","p__","c__","o__","f__","g__","s__"
"ASV470b5b1a","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__Ruminococcaceae","g__Faecalibacterium","s__"
"ASVd7cd7c59","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__Oscillospiraceae","g__","s__"
"ASV25c93095","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__","s__"
"ASV68a2078a","k__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__","s__"
"ASV921a2aa4","k__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Coprococcus","s__eutactus"
"ASV3c564860","k__Bacteria","p__Bacillota","c__Clostridia","o__Clostridia UCG-014","f__","g__","s__"
"ASV05ad69dd","k__Bacteria","p__","c__","o__","f__","g__","s__"
"ASV98d21a07","k__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__","s__"
"ASV672ac7be","k__Bacteria","p__Bacillota","c__Bacilli","o__Erysipelotrichales","f__Erysipelotrichaceae","g__Turicibacter","s__"
"ASV723cfd04","k__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__","s__"
"ASVaeec6e21","k__Bacteria","p__Bacillota","c__Bacilli","o__Erysipelotrichales","f__Erysipelatoclostridiaceae","g__UCG-004","s__"
"ASV44a7a3c3","k__Bacteria","p__Bacillota","c__Clostridia","o__Clostridiales","f__Clostridiaceae","g__Clostridium","s__"
"ASV2cf26321","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__Prevotellaceae UCG-003","s__"
"ASV9a696a6d","k__Bacteria","p__Bacillota","c__Bacilli","o__Erysipelotrichales","f__Erysipelotrichaceae","g__Holdemania","s__"
"ASV0a7ead45","k__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Lachnospiraceae NK4A136 group","s__"
"ASV250060fd","k__Bacteria","p__Verrucomicrobiota","c__Verrucomicrobiia","o__Opitutales","f__Puniceicoccaceae","g__","s__"
"ASVc0acf3e2","k__Bacteria","p__Actinomycetota","c__Actinobacteria","o__Actinomycetales","f__Actinomycetaceae","g__","s__"
"ASV6e322f03","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__Prevotellaceae NK3B31 group","s__"
"ASV783399c7","k__Bacteria","p__Bacillota","c__Bacilli","o__Erysipelotrichales","f__Erysipelatoclostridiaceae","g__Catenibacterium","s__mitsuokai"
"ASVa03efa2a","k__Bacteria","p__Bacillota","c__Bacilli","o__RF39","f__","g__","s__"
"ASV935736b5","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__Oscillospiraceae","g__","s__"
"ASV87811622","k__Bacteria","p__Bacillota","c__Clostridia","o__","f__","g__","s__"
"ASVc675a643","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__Butyricicoccaceae","g__UCG-008","s__"
"ASVf0465ea8","k__Bacteria","p__Bacillota","c__Clostridia","o__Clostridia UCG-014","f__","g__","s__"
"ASVfb3b2d68","k__Bacteria","p__Bacillota","c__Clostridia","o__Clostridiales","f__Clostridiaceae","g__Clostridium","s__"
"ASVfdb057d8","k__Bacteria","p__Bacillota","c__Clostridia","o__Clostridia UCG-014","f__","g__","s__"
"ASV1ab07517","k__Bacteria","p__Actinomycetota","c__Actinobacteria","o__Bifidobacteriales","f__Bifidobacteriaceae","g__Aeriscardovia","s__aeriphila"
"ASVdfab6cb9","k__Bacteria","p__Bacillota","c__Bacilli","o__RF39","f__","g__","s__"
"ASV75d93f9c","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__Ruminococcaceae","g__Ruthenibacterium","s__"
"ASV6da45ee8","k__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Lachnospiraceae NK4A136 group","s__"
"ASV99d4e3c7","k__Bacteria","p__Actinomycetota","c__Coriobacteriia","o__Coriobacteriales","f__Eggerthellaceae","g__Gordonibacter","s__"
"ASV4c0388dc","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__[Eubacterium] coprostanoligenes group","g__","s__"
"ASV4a0370e0","k__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__","s__"
"ASVe8c34cfa","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Muribaculaceae","g__","s__"
"ASVf64486b5","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__","g__","s__"
"ASV9e3f99a4","k__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__","s__"
"ASV942eba96","k__Eukaryota","p__","c__","o__","f__","g__","s__"
"ASVcbc69730","k__Bacteria","p__Bacillota","c__Negativicutes","o__Acidaminococcales","f__Acidaminococcaceae","g__Phascolarctobacterium","s__succinatutens"
"ASV5387fd7b","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","s__"
"ASV2bad7f13","k__Bacteria","p__Cyanobacteriota","c__Vampirivibrionia","o__Gastranaerophilales","f__Gastranaerophilaceae","g__Zag_111","s__"
"ASV4fa61c2a","k__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__","s__"
"ASVb3ccc417","k__Bacteria","p__","c__","o__","f__","g__","s__"
"ASVfc8d0a91","k__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Lachnospiraceae AC2044 group","s__"
"ASVac48980f","k__Bacteria","p__Bacillota","c__Negativicutes","o__Acidaminococcales","f__Acidaminococcaceae","g__Phascolarctobacterium","s__succinatutens"
"ASVb6ea3dd1","k__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__","s__"
"ASVad5b6a8e","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__Butyricicoccaceae","g__Agathobaculum","s__"
"ASVec614cac","k__Bacteria","p__Thermodesulfobacteriota","c__Desulfovibrionia","o__Desulfovibrionales","f__Desulfovibrionaceae","g__","s__"
"ASV47dc860a","k__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Syntrophococcus","s__"
"ASV1cb356b3","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__Segatella","s__"
"ASV94a3d7f0","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Muribaculaceae","g__","s__"
"ASV253723f0","k__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Blautia","s__producta"
"ASV3b918a8c","k__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__GCA-900066575","s__"
"ASVa94fe540","k__Bacteria","p__Bacillota","c__Clostridia","o__Peptostreptococcales-Tissierellales","f__Anaerovoracaceae","g__","s__"
